ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
131,"2 pelayan depot sangat menyebalkan, ketus. Nasi campur dengan sayap ayam sangat kecil sekali, rasa hambar, sangat mahal. Ada tikus dan kecoak berkeliaran di depot itu.",1,167,2 layan depot sangat sebal ketus nasi campur sayap ayam sangat kecil sekali rasa hambar sangat mahal tikus kecoak liar depot,124
132,Makanannya mantul dengan harga kompetitif,5,41,makan mantul harga kompetitif,29
133,Sejak milk untuk komposisi di ganti rasanya beda banget kalo tempat ok malah kalo bisa tambah luas and kursi sofa bertambah,5,123,sejak milk komposisi ganti rasa beda banget kalo tempat malah kalo tambah luas and kursi sofa tambah,100
134,Makanan nya rasanya sangat memuaskan dilidah,5,44,makan rasa sangat muas lidah,28
135,"Sekarang anjing sudah bebas masuk, duduk dikursi pula",1,53,sekarang anjing bebas masuk duduk kursi,39
136,Aku sih yes,5,11,aku sih yes,11
137,"dari semua outlet yg pernah saya kunjungi, KK rungkut madya lah satu-satunya outlet KopKen yang ada mushola nya, lengkap dengan sandal utk wudhu... Keren. Faham sekali kebutuhan konsumen muslim. . Yg perlu ditambah, jalur colokan listrik..  #semogadapatdifahami #harapmaklum",4,274,semua outlet pernah kunjung kk rungkut madya lah satu outlet kopken ada mushola lengkap sandal utk wudhu keren faham sekali butuh konsumen muslim perlu tambah jalur colok listrik semogadapatdifahami harapmaklum,210
138,"Layanan cepat, ramah, makanan enak.. Parkir nya preman banget. Parking: Parkir nya preman banget... Langsung diarahkan parkir ditempat yang disediakan di lahan oleh bu Rudy, kenapa paksa bayar tanpa karcis parkir?....  apakah memang begitu parkir di Depot bu Rudy..? Sayang sekali kalau seperti ini... Bikin orang kapok gegara parkir.",2,334,layan cepat ramah makan enak parkir preman banget parking parkir preman banget langsung arah parkir tempat sedia lahan bu rudy paksa bayar karcis parkir memang parkir depot bu rudy sayang sekali kalau ini bikin orang kapok gegara parkir,236
139,cocok dilidah,5,13,cocok lidah,11
140,"semua pekerjaan memang melelahkan.. tapi bagaimanapun, kasir seharusnya tetap ramah, dan minimal menyapa pelanggan.",1,115,semua kerja memang lelah bagaimana kasir tetap ramah minimal sapa langgan,73
141,Kopinya mantab pas dengan selera,5,32,kopi mantab pas selera,22
142,Nyaman enak,5,11,nyaman enak,11
143,"Aku suka beli disini, mbak kasirnya ramah banget membantu sakali, kalo gasalah namanya Sheila, baik baik terus ya karyawan chatime kaya mbak Sheila:)",5,149,aku suka beli sini mbak kasir ramah banget bantu sakal kalo gasalah nama sheila baik baik terus karyawan chatime kaya mbak sheila,129
144,"mantap sekali, enak rasanya",5,27,mantap sekali enak rasa,23
145,"Oke untuk nongkrong dan nugas, tpi suasana agak sedikit kurang",3,62,oke nongkrong nugas tpi suasana sedikit kurang,46
146,"Terletak di dalam mall Royal Plaza di lantai paling dasar. Sering menyediakan berbagai promo menarik seperti ketika saya membeli ada promo beli 2 kopi harganya Rp 20.000. Jadi coba cari tahu dulu promo apa yang ada dan biasanya terpasang banner promo menarik di sebelah stan mereka. Pelayan ramah, tempat bersih, dan disediakan tempat duduk untuk menunggu. Harga kopi bervariasi mulai dari Rp 18.000 hingga sekitar Rp 40.000. Ada menu America Blend dan juga Milk Tea. Ada aneka tumbler lucu dan menarik serta roti khas mereka yang rasanya enak  dan harganya terjangkau.",5,569,letak dalam mall royal plaza lantai paling dasar sering sedia bagai promo tarik ketika beli promo beli 2 kopi harga rp 20 000 jadi coba cari tahu dulu promo apa biasa pasang banner promo tarik belah stan layan ramah tempat bersih sedia tempat duduk tunggu harga kopi variasi mulai rp 18 000 hingga rp 40 000 menu america blend juga milk tea ada aneka tumbler lucu tarik roti khas rasa enak harga jangkau,403
147,Seru juga buat hangout,5,22,seru buat hangout,17
148,Baru ini makan ditempat tp duduk diatur semaunya kasirnya bad lah jgn kesini kalo mau makan dine in jelek bgt mkn boleh murah cm klo service ampas ya sama aja Beli udang keju eh gada kejunya dong bolong gitu pas digigit kaya di post saya udah gitu mi oily bgt sampe kyk mi kuah dah kapok lah ga bakalan makan gacoan lagi,1,320,baru makan tempat tp duduk atur mau kasir bad lah jgn kesini kalo mau makan dine in jelek bgt mkn murah cm klo service ampas sama aja beli udang keju eh gada keju dong bolong gitu pas gigit kaya post udah gitu mi oily bgt sampe kyk mi kuah dah kapok lah bakal makan gaco,270
149,Fast and friendly service.. for the taste of the drink is more or less the same Parking: Inside tp,4,98,fast and friendly service for the taste of the drink is more or less the same parking inside tp,95
150,"Makanannya enak, tempatnya ok, cuma kadang lalatnya annoying juga",4,65,makan enak tempat cuma kadang lalat annoying,44
151,Hezelnut coklat ga ada obat,4,27,hezelnut coklat obat,20
152,After all semuanya oke cmn satu kekurangannya tempatnya nongkrongnya kurang lebar dan krng privasi,4,98,after all semua oke cmn satu kurang tempat nongkrongnya kurang lebar krng privasi,81
153,Beli botok mau dibawa pulang tidak diberi tempat. Biarpun beli tidak boleh.,1,75,beli botok mau bawa pulang beri tempat biarpun beli boleh,57
154,"Ada porsi anak2 yg pas, minuman porsi besar dan agak kemanisan",5,62,porsi anak2 pas minum porsi besar agak manis,44
155,Tutup jam berapa ya? Di google tertulis jam 10 kata tukang parkir jam 9,4,71,tutup jam berapa di google tulis jam 10 kata tukang parkir jam 9,64
156,Nyaman di out door nya kl di in door bising bl bersamaan dg acara ultah,5,71,nyaman out door kl in door bising bl sama dg acara ultah,56
157,Tempatnya bagus,5,15,tempat bagus,12
158,"Beli hari minggu kasirnya kek jutek bgt pdahal masih sore, hrsnya blm capek. Capek juga g boleh lah jutek k customer Ga ada senyum2 nya Beli 3 varian rasanya ya B aja Variant kopinya bukan untuk penikmat kopi pesan less sugar tapi masih maniiis",2,244,beli hari minggu kasir kek jutek bgt pdahal sore hrsnya blm capek capek g lah jutek k customer senyum2 beli 3 varian rasa b aja variant kopi bukan nikmat kopi pesan less sugar masih maniiis,189
159,"Resto yang sangat jelek menurut saya, Saya dapet orderan terus menu kosong tapi di aplikasi GK di mati in , kita sebagai driver kn tidak tahu menahu, dengan gampang nya resto langsung d cancel dari restoran, dia punya pikiran apa GK ya Kn harus nya di omongin dulu masak langsung d cancel tau gitu ngapain tunggu driver sampai d lantai 4 itu jauh lho",1,350,resto sangat jelek turut saya dapet order terus menu kosong aplikasi gk mati in bagai driver kn tahu nahu gampang resto langsung d cancel restoran punya pikir apa gk kn di omongin dulu masak langsung d cancel tau gitu ngapain tunggu driver d lantai 4 jauh lho,259
160,"Mampir ke sini buat melepas dahaga. Tempatnya sederhana, karyawan juga baik-baik pelayanannya. Cuma mungkin bisa ditambah kursinya supaya customer bisa minum sambil duduk atau istirahat sembari menunggu pesanan siap diambil. Waktu itu pesen green tea, rasanya enak sesuai harganya. Semoga pelayanan yang baik bisa tetap dipertahankan, sukses selalu. Parking: Lokasi di dalam Royal Plaza, jadi parkirannya terletak di luar",4,421,mampir sini buat lepas dahaga tempat sederhana karyawan baik layan cuma mungkin tambah kursi customer minum duduk istirahat sembari tunggu pesan siap ambil waktu sen green tea rasa enak sesuai harga moga layan baik tetap tahan sukses selalu parking lokasi dalam royal plaza jadi parkir letak luar,296
161,SEMUANYA RP. 0!!!,5,17,semua rp 0,10
162,"Pesan lewat shoppefood buy 1 get 1 tetapi yg datang cuma 1, pengembalian dananya juga nggak sesuai menurut saya. Sangat mengecewakan",1,132,pesan lewat shoppefood buy 1 get 1 datang cuma 1 dana nggak sesuai turut sangat kecewa,86
163,Kopi biar tenang,5,16,kopi biar tenang,16
164,Enak cuman memang karna bu kris sudah legend harga sesuaikan dengan kantong ya,5,78,enak cuman memang karna bu kris legend harga sesuai kantong,59
165,Karyawannya banyak tapi kurang cekatan,1,38,karyawannya banyak kurang cekat,31
166,"Akhirnya ada kopi Kenangan di stasiun gubeng, sekarang kalo mau perjalan jarak jauh gak bingung lagi sama asupan kaffein apa lagi bisa bundling sama roti. Perjalanan naik kereta api jadi lebih menyenangkan.",5,206,akhir kopi kenang stasiun gubeng sekarang kalo mau jalan jarak jauh gak bingung sama asupan kaffein apa bisa bundling sama roti jalan naik kereta api jadi lebih senang,167
167,"Yang antri banyak yg jaga cuma 1 orang, PAYAH. ...................",1,66,antri banyak jaga cuma 1 orang payah,36
168,pesan 1 minuman mbuatnya stgh jam sendiri,1,41,pesan 1 minum mbuatnya stgh jam sendiri,39
169,Lokasinya strategis dan pelayanan Ramah tapi sayang tidak ada area untuk Dine in,4,80,lokasi strategis layan ramah sayang ada area dine in,52
170,"tempatnya bersih, ada wastafel didalam, lahan parkirnya juga lumayan.. menu menunya banyak variasinya, untuk rasa itu sesuai selera masing masing, kalau saya personal, kurang doyan sambelnya, terlalu berasa terasinya",3,216,tempat bersih wastafel lahan parkir lumayan menu menu banyak variasi rasa sesuai selera masing masing kalau personal kurang doyan sambelnya terlalu asa terasi,158
171,Tempat nyaman,4,13,tempat nyaman,13
172,"Harga & rasa ok, tetap menjadi resto favorite",5,45,harga rasa tetap jadi resto favorite,36
173,"Toilet sering jorok, tempat nyaman",3,34,toilet sering jorok tempat nyaman,33
174,"Ramah dan nyaman. Datang kesini sambil tunggu grooming anabul di pet & play,jam 09.50 masih sepi, showcase juga masih kosong belum di display  . Tp tempatnya nyaman.",4,165,ramah nyaman datang kesini tunggu grooming anabul pet play jam 09 50 sepi showcase masih kosong di display tp tempat nyaman,123
175,Tempat ngopi yang Nyaman dan Enak,5,33,tempat ngopi nyaman enak,24
176,Sayang smoking areanya cukup gerah/panas,5,40,sayang smoking area cukup gerah panas,37
177,"Pagi pagi bawa teman untuk meeting di kafe, liak liak refrensi di google local guide, excelso gwalk salah satu cafe area citraland yg buka jam 8, tapi apa? toko masih closed, karyawan didalam belom pakai seragam, bilang jam 9. Yang salah ini saya atau google yg nulis info jam 8.  Cuma pesan kofi, krn yg bertugas cuma 1 takut lama Parking: Parkir ada didepan tp terbatas",2,371,pagi pagi bawa teman meeting kafe liak liak refrensi google local guide excelso gwalk salah satu cafe area citraland buka jam 8 apa toko closed karyawan bom pakai seragam bilang jam 9 salah saya google nulis info jam 8 cuma pesan kofi krn tugas cuma 1 takut lama parking parkir depan tp batas,292
178,Ada nomor yg bisa di hubungi kahh?,2,34,nomor di hubung kahh,20
179,Tempat.nya Nyaman,5,17,tempat nyaman,13
180,"Tempatnya nyaman, suasana makin sore makin tenang cocok buat santai bareng keluarga",5,83,tempat nyaman suasana makin sore makin tenang cocok buat santai bareng keluarga,79
181,Pelayanan sangat ramah,5,22,layan sangat ramah,18
182,Udang kejuuu,5,12,udang kejuuu,12
183,"Pengennya naruh bintang kurang dari 1. Uda sering bgt ke excelso dari masi kecil smpe skrg uda punya anak jadi sampe tau menu2nya kurang apa. Hari ini pesen spaghetti carbonara yg biasanya kental, yg pasti ada keju & parmesan. Skg kyk cuma disiram susu :)!! Uda gt sebelumnya mas2nya blg  maaf kak, kita keliru pesanannya bikin fettucini, gapapa ya?  Mungkin karna aku gamau jadi dibikinin spaghetti susu HAHA! Selain itu pesen butterscotch frappio, gaada rasanya :) kopinya kynya dikasi 1ml aja ya??? Gaada rasanyaa!! SUPER KESEL!! Kapok bgt uda gaakan mau lagi balik kesini :)",1,578,ken naruh bintang kurang 1 uda sering bgt excelso mas kecil smpe skrg uda punya anak jadi sampe tau menu2nya kurang apa hari sen spaghetti carbonara biasa kental ada keju parmesan skg kyk cuma siram susu uda gt mas2nya blg maaf kak keliru pesan bikin fettucini gapapa mungkin karna aku gamau jadi dibikinin spaghetti susu haha itu sen butterscotch frappio gaada rasa kopi kynya kasi 1ml aja gaada rasanyaa super kesel kapok bgt uda gaakan mau balik kesini,455
184,Seperti biasa selalu pesan Kopi Kenangan MANTAN less Sugar  .,5,61,biasa selalu pesan kopi kenang mantan less sugar,48
185,"Makanan enakk, harga murahh",5,27,makan enakk harga murahh,24
186,"Pertama kali saya nunggu makanan dan minuman berjam2 padahal ga rame2 amat, minta bill juga lama, seharusnya harus lebih aktif nyesel banget makan di sini",1,154,pertama kali nunggu makan minum berjam2 padahal rame2 minta bill lama harus lebih aktif nyesel banget makan sini,112
187,Ada tempat buat merokoknya... Tempatnya nyaman... Staff nya sopan... Dekat dari rumah....,5,89,tempat buat rokok tempat nyaman staff sopan dekat rumah,55
188,Sambalnya bikin ga bisa move on,5,31,sambal bikin move on,20
189,"repeat order 2x krn suka hot matcha latte nya disini. mba nya juga ramah, malah ngomongin kalo mau ambil diluar bisa kok jd ga usah repot  jalan masuk ke dalam. dan menurut saya sama sekali ngga lama service nya. kalopun lama itu mungkin antrian nya lagi banyak. abaikan rating bintang 1 disini karena most likely itu yang rating ojol yg ga bisa nunggu dengan sabar & kasi rating ga objective.",5,393,repeat order 2x krn suka hot matcha latte sini mba ramah malah ngomongin kalo mau ambil luar kok jd usah repot jalan masuk dalam turut sama sekali ngga lama service kalo lama mungkin antri banyak abai rating bintang 1 sini most likely rating ojol nunggu sabar kasi rating objective,281
190,"Kopinya enak... Lebih enak dibanding beli yg kemasan di indomart atau alfamart, pelayanan baik dan cepat, harga lumayan",4,119,kopi enak lebih enak banding beli kemas indomart alfamart layan baik cepat harga lumayan,88
191,Kopi Kenangan Ciputra World Surabaya yang lokasinya sekarang berada di Lt. LG sebelah Ace Hardware,5,98,kopi kenang ciputra world surabaya lokasi sekarang di lt lg belah ace hardware,78
192,"Pelayanan ramah, lagi banyak promo, tempatnya bersih, cocok buat ngobrol santai bareng teman",5,92,layan ramah banyak promo tempat bersih cocok buat ngobrol santai bareng teman,77
193,Cepat pelayanan,5,15,cepat layan,11
194,"It was a nice place, but it wasnt crowded with people. The baristas are friendly and the coffee is delicious.",5,109,it was a nice place but it wasnt crowded with people the baristas are friendly and the coffee is delicious,106
195,"Kesini tiap weekend, promonya lumayan..  tempatnya oke jugaa",5,60,kesini tiap weekend promonya lumayan tempat oke jugaa,53
196,kopi mantan andalan,5,19,kopi mantan andal,17
197,"lokasi di 2M ptc baru. tmpt luas, nyaman berac. pelayanan kurang senyum, waktu itu saya pesan galantine, sausnya lupa ga diberikan. penyajian cepat. harga menengah keatas krn plus pajak n sc. rasa enak. dekorasi bagus, suasana ramai di weekend. penampilan masakan bagus, variasi menu bnyk, tdk hanya steak saja ada spaghetti, nasgor, kidsmeal. harga steak rata2 100rb an. minuman teh 19k.",3,388,lokasi 2m ptc baru tmpt luas nyaman berac layan kurang senyum waktu saya pesan galantine saus lupa beri saji cepat harga tengah atas krn plus pajak n sc rasa enak dekorasi bagus suasana ramai weekend tampil masakan bagus variasi menu bnyk tdk steak ada spaghetti nasgor kidsmeal harga steak rata2 100rb an minum teh 19k,319
198,Sebagai pecinta minuman saya sangat merekomendasikan Chatime untuk menjadi pilihan pertama anda saat kehausan,5,109,bagai cinta minum sangat rekomendasi chatime jadi pilih pertama saat haus,73
199,Lumayan.,5,8,lumayan,7
200,"Untuk pelayanannya cepet bgt, chatime selalu mengembalikan mood yang lagi buruk  ditambah lagi lihat karyawan yang selalu ramah the best deh pokoknya",5,149,layan cepet bgt chatime selalu mood buruk tambah lagi lihat karyawan selalu ramah the best deh pokok,100
201,Tempat ga terlalu luas cuman lumayan cozy ac dingin poll dan servicenya mantap min nya ke toilet aga ribet since ga di dalem starbucks,5,134,tempat terlalu luas cuman lumayan cozy ac dingin poll servicenya mantap min toilet aga ribet since dalem starbucks,114
202,"Pesen apa di kasih apa, whipcream jg encer, take away beli 2 minuman ga di kasih kantong. Sedotan pun nunggu minta bru di kasih. Trs minumnya gmn gapake sedotan.  Pelayanan bad sekali.",1,184,sen apa kasih apa whipcream jg encer take away beli 2 minum kasih kantong sedot nunggu minta bru kasih trs minum gmn gapake sedot layan bad sekali,146
203,Pelayan an sangat buruk dan pelayan.an sangat lemot dan buruk sekali dan sangat membuang waktu semua penjaga otlet nya sangat tidak sigap dan sering becanda di bagian dapur,1,172,layan an sangat buruk layan an sangat lot buruk sekali sangat buang waktu semua jaga otlet sangat sigap sering becanda bagi dapur,129
204,"TIPS JAJAN MURAH DI CUP BOB GALAXY MALL!! Tadi malem tiba-tiba pengen Corn dog + Topokki Rose gitu. Jadi langsung cus ke Cup Bob x Chatime deketnya Ranch Market. Lgsg tanya dulu apa ada paket bundling yaa, krn memang tidak ada di menunya. Jadi HARUS TANYA GUYS, tapi BELUM TENTU ADA YA. Eh pas bgt kemarin ada promo bundling, Corn Dog Sausage + Toppoki/Rabokki Rose bisa pilih mau dikasih sausage / odeng. Harga bundlingnya jadi 45rb. sebelumnya kl ngga promo harga 55rb. Lumayan hemat 10rb. Tempatnya seperti biasa lumayan rame, krn emang Corn Dognya enak bgt tebel, fulfilling size. Nggausah pake saos lg uda endulita. Dan aku jg ambil yang Rabokki Rose itu isinya ada mie, odeng, toppoki, sausnya jg super kentel, meski seperti tmptnya kecil tp super enak fulfilling jg buat yg pengen snack-snack aja ini ok bgt bgt bgt. Pelayanannya oke. Cuma tmptnya kurang cepet ya dibersihinnya, jd mejanya beberapa ada yg masih kotor, but its ok mungkin krn rame. Selebihnya I like and pasti balik lg.",5,992,tips jajan murah cup bob galaxy mall tadi malem tiba ken corn dog topokki rose gitu jadi langsung cus cup bob x chatime deketnya ranch market lgsg tanya dulu apa paket bundling yaa krn memang menu jadi tanya guys eh pas bgt kemarin promo bundling corn dog sausage toppoki rabokki rose pilih mau kasih sausage odeng harga bundlingnya jadi 45rb belum kl ngga promo harga 55rb lumayan hemat 10rb tempat biasa lumayan rame krn emang corn dog enak bgt tebel fulfilling size nggausah pake saos lg uda endulita aku jg ambil rabokki rose isi ada mie odeng toppoki saus jg super kentel meski tmptnya kecil tp super enak fulfilling jg buat ken snack-snack aja bgt bgt bgt layan oke cuma tmptnya kurang cepet dibersihinnya jd meja beberapa ada kotor but its ok mungkin krn rame lebih i like and balik lg,792
