ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
137,"dari semua outlet yg pernah saya kunjungi, KK rungkut madya lah satu-satunya outlet KopKen yang ada mushola nya, lengkap dengan sandal utk wudhu... Keren. Faham sekali kebutuhan konsumen muslim. . Yg perlu ditambah, jalur colokan listrik..  #semogadapatdifahami #harapmaklum",4,274,semua outlet pernah kunjung kk rungkut madya lah satu outlet kopken mushola lengkap sandal utk wudhu keren faham sekali butuh konsumen muslim perlu tambah jalur colok listrik semogadapatdifahami harapmaklum,206
138,"Layanan cepat, ramah, makanan enak.. Parkir nya preman banget. Parking: Parkir nya preman banget... Langsung diarahkan parkir ditempat yang disediakan di lahan oleh bu Rudy, kenapa paksa bayar tanpa karcis parkir?....  apakah memang begitu parkir di Depot bu Rudy..? Sayang sekali kalau seperti ini... Bikin orang kapok gegara parkir.",2,334,cepat ramah enak parkir preman banget parking parkir preman banget langsung arah parkir sedia lahan bu rudy kenapa paksa bayar tanpa karcis parkir memang begitu parkir depot bu rudy sayang sekali kalau bikin orang kapok gegara parkir,233
139,cocok dilidah,5,13,cocok lidah,11
140,"semua pekerjaan memang melelahkan.. tapi bagaimanapun, kasir seharusnya tetap ramah, dan minimal menyapa pelanggan.",1,115,semua kerja memang lelah tapi bagaimana kasir tetap ramah minimal sapa langgan,78
141,Kopinya mantab pas dengan selera,5,32,kopi mantab pas selera,22
142,Nyaman enak,5,11,nyaman enak,11
143,"Aku suka beli disini, mbak kasirnya ramah banget membantu sakali, kalo gasalah namanya Sheila, baik baik terus ya karyawan chatime kaya mbak Sheila:)",5,149,aku suka beli sini mbak kasir ramah banget bantu sakal kalo gasalah nama sheila baik baik terus karyawan chatime kaya mbak sheila,129
144,"mantap sekali, enak rasanya",5,27,mantap sekali enak rasa,23
145,"Oke untuk nongkrong dan nugas, tpi suasana agak sedikit kurang",3,62,oke nongkrong nugas tpi suasana agak sedikit kurang,51
146,"Terletak di dalam mall Royal Plaza di lantai paling dasar. Sering menyediakan berbagai promo menarik seperti ketika saya membeli ada promo beli 2 kopi harganya Rp 20.000. Jadi coba cari tahu dulu promo apa yang ada dan biasanya terpasang banner promo menarik di sebelah stan mereka. Pelayan ramah, tempat bersih, dan disediakan tempat duduk untuk menunggu. Harga kopi bervariasi mulai dari Rp 18.000 hingga sekitar Rp 40.000. Ada menu America Blend dan juga Milk Tea. Ada aneka tumbler lucu dan menarik serta roti khas mereka yang rasanya enak  dan harganya terjangkau.",5,569,letak mall royal plaza lantai paling dasar sering sedia bagai promo tarik beli promo beli kopi harga rp jadi coba cari tahu dulu promo apa biasa pasang banner promo tarik belah stan ramah bersih sedia duduk tunggu harga kopi variasi mulai rp hingga rp menu america blend milk tea aneka tumbler lucu tarik roti khas rasa enak harga jangkau,338
147,Seru juga buat hangout,5,22,seru buat hangout,17
148,Baru ini makan ditempat tp duduk diatur semaunya kasirnya bad lah jgn kesini kalo mau makan dine in jelek bgt mkn boleh murah cm klo service ampas ya sama aja Beli udang keju eh gada kejunya dong bolong gitu pas digigit kaya di post saya udah gitu mi oily bgt sampe kyk mi kuah dah kapok lah ga bakalan makan gacoan lagi,1,320,baru tp duduk atur mau kasir bad lah jgn kesini kalo mau dine jelek bgt mkn murah cm klo service ampas sama aja beli udang keju eh gada keju dong bolong gitu pas gigit kaya post udah gitu mi oily bgt sampe kyk mi kuah dah kapok lah ga bakal gaco,245
149,Fast and friendly service.. for the taste of the drink is more or less the same Parking: Inside tp,4,98,fast friendly service taste drink less parking inside tp,56
150,"Makanannya enak, tempatnya ok, cuma kadang lalatnya annoying juga",4,65,enak cuma kadang lalat annoying,31
151,Hezelnut coklat ga ada obat,4,27,hezelnut coklat ga obat,23
152,After all semuanya oke cmn satu kekurangannya tempatnya nongkrongnya kurang lebar dan krng privasi,4,98,all semua oke cmn satu kurang nongkrongnya kurang lebar krng privasi,68
153,Beli botok mau dibawa pulang tidak diberi tempat. Biarpun beli tidak boleh.,1,75,beli botok mau bawa pulang tidak beri biarpun beli tidak,56
154,"Ada porsi anak2 yg pas, minuman porsi besar dan agak kemanisan",5,62,porsi anak pas porsi besar agak manis,37
155,Tutup jam berapa ya? Di google tertulis jam 10 kata tukang parkir jam 9,4,71,tutup jam berapa google tulis jam kata tukang parkir jam,56
156,Nyaman di out door nya kl di in door bising bl bersamaan dg acara ultah,5,71,nyaman door kl door bising bl sama dg acara ultah,49
157,Tempatnya bagus,5,15,bagus,5
158,"Beli hari minggu kasirnya kek jutek bgt pdahal masih sore, hrsnya blm capek. Capek juga g boleh lah jutek k customer Ga ada senyum2 nya Beli 3 varian rasanya ya B aja Variant kopinya bukan untuk penikmat kopi pesan less sugar tapi masih maniiis",2,244,beli hari minggu kasir kek jutek bgt pdahal masih sore hrsnya blm capek capek lah jutek customer ga senyum beli varian rasa aja variant kopi bukan nikmat kopi pesan less sugar tapi masih maniiis,194
159,"Resto yang sangat jelek menurut saya, Saya dapet orderan terus menu kosong tapi di aplikasi GK di mati in , kita sebagai driver kn tidak tahu menahu, dengan gampang nya resto langsung d cancel dari restoran, dia punya pikiran apa GK ya Kn harus nya di omongin dulu masak langsung d cancel tau gitu ngapain tunggu driver sampai d lantai 4 itu jauh lho",1,350,resto sangat jelek turut dapet order terus menu kosong tapi aplikasi gk mati bagai driver kn tidak tahu nahu gampang resto langsung cancel restoran punya pikir apa gk kn omongin dulu masak langsung cancel tau gitu ngapain tunggu driver lantai jauh lho,251
160,"Mampir ke sini buat melepas dahaga. Tempatnya sederhana, karyawan juga baik-baik pelayanannya. Cuma mungkin bisa ditambah kursinya supaya customer bisa minum sambil duduk atau istirahat sembari menunggu pesanan siap diambil. Waktu itu pesen green tea, rasanya enak sesuai harganya. Semoga pelayanan yang baik bisa tetap dipertahankan, sukses selalu. Parking: Lokasi di dalam Royal Plaza, jadi parkirannya terletak di luar",4,421,mampir sini buat lepas dahaga sederhana karyawan baik cuma mungkin tambah kursi customer duduk istirahat sembari tunggu pesan siap ambil waktu sen green tea rasa enak sesuai harga moga baik tetap tahan sukses selalu parking lokasi royal plaza jadi parkir letak luar,265
161,SEMUANYA RP. 0!!!,5,17,semua rp,8
162,"Pesan lewat shoppefood buy 1 get 1 tetapi yg datang cuma 1, pengembalian dananya juga nggak sesuai menurut saya. Sangat mengecewakan",1,132,pesan lewat shoppefood buy get tetapi datang cuma dana nggak sesuai turut sangat kecewa,87
163,Kopi biar tenang,5,16,kopi biar tenang,16
164,Enak cuman memang karna bu kris sudah legend harga sesuaikan dengan kantong ya,5,78,enak cuman memang karna bu kris legend harga sesuai kantong,59
165,Karyawannya banyak tapi kurang cekatan,1,38,karyawannya banyak tapi kurang cekat,36
166,"Akhirnya ada kopi Kenangan di stasiun gubeng, sekarang kalo mau perjalan jarak jauh gak bingung lagi sama asupan kaffein apa lagi bisa bundling sama roti. Perjalanan naik kereta api jadi lebih menyenangkan.",5,206,akhir kopi kenang stasiun gubeng sekarang kalo mau jalan jarak jauh gak bingung sama asupan kaffein apa bundling sama roti jalan naik kereta api jadi lebih senang,162
167,"Yang antri banyak yg jaga cuma 1 orang, PAYAH. ...................",1,66,antri banyak jaga cuma orang payah,34
168,pesan 1 minuman mbuatnya stgh jam sendiri,1,41,pesan mbuatnya stgh jam sendiri,31
169,Lokasinya strategis dan pelayanan Ramah tapi sayang tidak ada area untuk Dine in,4,80,lokasi strategis ramah tapi sayang tidak area dine,50
170,"tempatnya bersih, ada wastafel didalam, lahan parkirnya juga lumayan.. menu menunya banyak variasinya, untuk rasa itu sesuai selera masing masing, kalau saya personal, kurang doyan sambelnya, terlalu berasa terasinya",3,216,bersih wastafel lahan parkir lumayan menu menu banyak variasi rasa sesuai selera masing masing kalau personal kurang doyan sambelnya terlalu asa terasi,151
171,Tempat nyaman,4,13,nyaman,6
172,"Harga & rasa ok, tetap menjadi resto favorite",5,45,harga rasa tetap jadi resto favorite,36
173,"Toilet sering jorok, tempat nyaman",3,34,toilet sering jorok nyaman,26
174,"Ramah dan nyaman. Datang kesini sambil tunggu grooming anabul di pet & play,jam 09.50 masih sepi, showcase juga masih kosong belum di display  . Tp tempatnya nyaman.",4,165,ramah nyaman datang kesini tunggu grooming anabul pet play jam masih sepi showcase masih kosong belum display tp nyaman,119
175,Tempat ngopi yang Nyaman dan Enak,5,33,ngopi nyaman enak,17
176,Sayang smoking areanya cukup gerah/panas,5,40,sayang smoking area cukup gerah panas,37
177,"Pagi pagi bawa teman untuk meeting di kafe, liak liak refrensi di google local guide, excelso gwalk salah satu cafe area citraland yg buka jam 8, tapi apa? toko masih closed, karyawan didalam belom pakai seragam, bilang jam 9. Yang salah ini saya atau google yg nulis info jam 8.  Cuma pesan kofi, krn yg bertugas cuma 1 takut lama Parking: Parkir ada didepan tp terbatas",2,371,pagi pagi bawa teman meeting kafe liak liak refrensi google local guide excelso gwalk salah satu cafe area citraland buka jam tapi apa toko masih closed karyawan bom pakai seragam bilang jam salah google nulis info jam cuma pesan kofi krn tugas cuma takut lama parking parkir depan tp batas,290
178,Ada nomor yg bisa di hubungi kahh?,2,34,nomor hubung kahh,17
179,Tempat.nya Nyaman,5,17,nyaman,6
180,"Tempatnya nyaman, suasana makin sore makin tenang cocok buat santai bareng keluarga",5,83,nyaman suasana makin sore makin tenang cocok buat santai bareng keluarga,72
181,Pelayanan sangat ramah,5,22,sangat ramah,12
182,Udang kejuuu,5,12,udang kejuuu,12
183,"Pengennya naruh bintang kurang dari 1. Uda sering bgt ke excelso dari masi kecil smpe skrg uda punya anak jadi sampe tau menu2nya kurang apa. Hari ini pesen spaghetti carbonara yg biasanya kental, yg pasti ada keju & parmesan. Skg kyk cuma disiram susu :)!! Uda gt sebelumnya mas2nya blg  maaf kak, kita keliru pesanannya bikin fettucini, gapapa ya?  Mungkin karna aku gamau jadi dibikinin spaghetti susu HAHA! Selain itu pesen butterscotch frappio, gaada rasanya :) kopinya kynya dikasi 1ml aja ya??? Gaada rasanyaa!! SUPER KESEL!! Kapok bgt uda gaakan mau lagi balik kesini :)",1,578,ken naruh bintang kurang uda sering bgt excelso mas kecil smpe skrg uda punya anak jadi sampe tau menu kurang apa hari sen spaghetti carbonara biasa kental keju parmesan skg kyk cuma siram susu uda gt belum mas blg maaf kak keliru pesan bikin fettucini gapapa mungkin karna aku gamau jadi dibikinin spaghetti susu haha selain sen butterscotch frappio gaada rasa kopi kynya kasi ml aja gaada rasanyaa super kesel kapok bgt uda gaakan mau balik kesini,449
184,Seperti biasa selalu pesan Kopi Kenangan MANTAN less Sugar  .,5,61,biasa selalu pesan kopi kenang mantan less sugar,48
185,"Makanan enakk, harga murahh",5,27,enakk harga murahh,18
186,"Pertama kali saya nunggu makanan dan minuman berjam2 padahal ga rame2 amat, minta bill juga lama, seharusnya harus lebih aktif nyesel banget makan di sini",1,154,pertama kali nunggu berjam padahal ga rame amat minta bill lama lebih aktif nyesel banget sini,94
187,Ada tempat buat merokoknya... Tempatnya nyaman... Staff nya sopan... Dekat dari rumah....,5,89,buat rokok nyaman staff sopan dekat rumah,41
188,Sambalnya bikin ga bisa move on,5,31,sambal bikin ga move,20
189,"repeat order 2x krn suka hot matcha latte nya disini. mba nya juga ramah, malah ngomongin kalo mau ambil diluar bisa kok jd ga usah repot  jalan masuk ke dalam. dan menurut saya sama sekali ngga lama service nya. kalopun lama itu mungkin antrian nya lagi banyak. abaikan rating bintang 1 disini karena most likely itu yang rating ojol yg ga bisa nunggu dengan sabar & kasi rating ga objective.",5,393,repeat order krn suka hot matcha latte sini mba ramah malah ngomongin kalo mau ambil luar kok jd ga usah repot jalan masuk turut sama sekali ngga lama service kalo lama mungkin antri banyak abai rating bintang sini karena likely rating ojol ga nunggu sabar kasi rating ga objective,281
190,"Kopinya enak... Lebih enak dibanding beli yg kemasan di indomart atau alfamart, pelayanan baik dan cepat, harga lumayan",4,119,kopi enak lebih enak banding beli kemas indomart alfamart baik cepat harga lumayan,82
191,Kopi Kenangan Ciputra World Surabaya yang lokasinya sekarang berada di Lt. LG sebelah Ace Hardware,5,98,kopi kenang ciputra world surabaya lokasi sekarang lt lg belah ace hardware,75
192,"Pelayanan ramah, lagi banyak promo, tempatnya bersih, cocok buat ngobrol santai bareng teman",5,92,ramah banyak promo bersih cocok buat ngobrol santai bareng teman,64
193,Cepat pelayanan,5,15,cepat,5
194,"It was a nice place, but it wasnt crowded with people. The baristas are friendly and the coffee is delicious.",5,109,nice place wasnt crowded people baristas friendly coffee delicious,66
195,"Kesini tiap weekend, promonya lumayan..  tempatnya oke jugaa",5,60,kesini tiap weekend promonya lumayan oke jugaa,46
196,kopi mantan andalan,5,19,kopi mantan andal,17
197,"lokasi di 2M ptc baru. tmpt luas, nyaman berac. pelayanan kurang senyum, waktu itu saya pesan galantine, sausnya lupa ga diberikan. penyajian cepat. harga menengah keatas krn plus pajak n sc. rasa enak. dekorasi bagus, suasana ramai di weekend. penampilan masakan bagus, variasi menu bnyk, tdk hanya steak saja ada spaghetti, nasgor, kidsmeal. harga steak rata2 100rb an. minuman teh 19k.",3,388,lokasi ptc baru tmpt luas nyaman berac kurang senyum waktu pesan galantine saus lupa ga beri saji cepat harga tengah atas krn plus pajak sc rasa enak dekorasi bagus suasana ramai weekend tampil masakan bagus variasi menu bnyk tdk steak spaghetti nasgor kidsmeal harga steak rata rb teh k,287
198,Sebagai pecinta minuman saya sangat merekomendasikan Chatime untuk menjadi pilihan pertama anda saat kehausan,5,109,bagai cinta sangat rekomendasi chatime jadi pilih pertama haus,62
199,Lumayan.,5,8,lumayan,7
200,"Untuk pelayanannya cepet bgt, chatime selalu mengembalikan mood yang lagi buruk  ditambah lagi lihat karyawan yang selalu ramah the best deh pokoknya",5,149,cepet bgt chatime selalu mood buruk tambah lihat karyawan selalu ramah best deh pokok,85
201,Tempat ga terlalu luas cuman lumayan cozy ac dingin poll dan servicenya mantap min nya ke toilet aga ribet since ga di dalem starbucks,5,134,ga terlalu luas cuman lumayan cozy ac dingin poll servicenya mantap min toilet aga ribet since ga dalem starbucks,113
202,"Pesen apa di kasih apa, whipcream jg encer, take away beli 2 minuman ga di kasih kantong. Sedotan pun nunggu minta bru di kasih. Trs minumnya gmn gapake sedotan.  Pelayanan bad sekali.",1,184,sen apa kasih apa whipcream jg encer take away beli ga kasih kantong sedot nunggu minta bru kasih trs gmn gapake sedot bad sekali,129
203,Pelayan an sangat buruk dan pelayan.an sangat lemot dan buruk sekali dan sangat membuang waktu semua penjaga otlet nya sangat tidak sigap dan sering becanda di bagian dapur,1,172,sangat buruk sangat lot buruk sekali sangat buang waktu semua jaga otlet sangat tidak sigap sering becanda dapur,112
204,"TIPS JAJAN MURAH DI CUP BOB GALAXY MALL!! Tadi malem tiba-tiba pengen Corn dog + Topokki Rose gitu. Jadi langsung cus ke Cup Bob x Chatime deketnya Ranch Market. Lgsg tanya dulu apa ada paket bundling yaa, krn memang tidak ada di menunya. Jadi HARUS TANYA GUYS, tapi BELUM TENTU ADA YA. Eh pas bgt kemarin ada promo bundling, Corn Dog Sausage + Toppoki/Rabokki Rose bisa pilih mau dikasih sausage / odeng. Harga bundlingnya jadi 45rb. sebelumnya kl ngga promo harga 55rb. Lumayan hemat 10rb. Tempatnya seperti biasa lumayan rame, krn emang Corn Dognya enak bgt tebel, fulfilling size. Nggausah pake saos lg uda endulita. Dan aku jg ambil yang Rabokki Rose itu isinya ada mie, odeng, toppoki, sausnya jg super kentel, meski seperti tmptnya kecil tp super enak fulfilling jg buat yg pengen snack-snack aja ini ok bgt bgt bgt. Pelayanannya oke. Cuma tmptnya kurang cepet ya dibersihinnya, jd mejanya beberapa ada yg masih kotor, but its ok mungkin krn rame. Selebihnya I like and pasti balik lg.",5,992,tips jajan murah cup bob galaxy mall tadi malem tiba ken corn dog topokki rose gitu jadi langsung cus cup bob chatime deketnya ranch market lgsg tanya dulu apa paket bundling yaa krn memang tidak menu jadi tanya guys tapi belum tentu eh pas bgt kemarin promo bundling corn dog sausage toppoki rabokki rose pilih mau kasih sausage odeng harga bundlingnya jadi rb belum kl ngga promo harga rb lumayan hemat rb biasa lumayan rame krn emang corn dog enak bgt tebel fulfilling size nggausah pake saos lg uda endulita aku jg ambil rabokki rose isi mie odeng toppoki saus jg super kentel meski tmptnya kecil tp super enak fulfilling jg buat ken snacksnack aja bgt bgt bgt oke cuma tmptnya kurang cepet dibersihinnya jd meja beberapa masih kotor mungkin krn rame lebih like balik lg,774
