ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
138,"Layanan cepat, ramah, makanan enak.. Parkir nya preman banget. Parking: Parkir nya preman banget... Langsung diarahkan parkir ditempat yang disediakan di lahan oleh bu Rudy, kenapa paksa bayar tanpa karcis parkir?....  apakah memang begitu parkir di Depot bu Rudy..? Sayang sekali kalau seperti ini... Bikin orang kapok gegara parkir.",2,334,cepat ramah enak parkir preman banget parking parkir preman banget langsung arah parkir sedia lahan bu rudy kenapa paksa bayar tanpa karcis parkir memang begitu parkir depot bu rudy sayang sekali kalau bikin orang kapok gegara parkir,233
139,cocok dilidah,5,13,cocok lidah,11
140,"semua pekerjaan memang melelahkan.. tetapi bagaimanapun, kasir seharusnya tetap ramah, dan minimal menyapa pelanggan.",1,117,semua kerja memang lelah tetapi bagaimana kasir tetap ramah minimal sapa langgan,80
141,kopi nya mantap pas dengan selera,5,33,kopi mantap pas selera,22
142,Nyaman enak,5,11,nyaman enak,11
143,"Aku suka beli disini, kak kasir nya ramah banget membantu sakali, kalau tidak salah nama nya Sheila, baik baik terus ya karyawan chatime kaya kak Sheila",5,152,aku suka beli sini kak kasir ramah banget bantu sakal kalau tidak salah nama sheila baik baik terus karyawan chatime kaya kak sheila,132
144,"mantap sekali, enak rasa nya",5,28,mantap sekali enak rasa,23
145,"Oke untuk nongkrong dan nugas, tetapi suasana agak sedikit kurang",3,65,oke nongkrong nugas tetapi suasana agak sedikit kurang,54
146,"Terletak di dalam mall Royal Plaza di lantai paling dasar. Sering menyediakan berbagai promo menarik seperti ketika saya membeli ada promo beli 2 kopi harga nya Rp 20 ribu. Jadi coba cari tahu dulu promo apa yang ada dan biasanya terpasang banner promo menarik di sebelah stan mereka. Pelayan ramah, tempat bersih, dan disediakan tempat duduk untuk menunggu. Harga kopi bervariasi mulai dari Rp 18 ribu hingga sekitar Rp 40 ribu. Ada menu America Blend dan juga Milk Tea. Ada aneka tumbler lucu dan menarik serta roti khas mereka yang rasa nya enak  dan harga nya terjangkau.",5,575,letak mall royal plaza lantai paling dasar sering sedia bagai promo tarik beli promo beli kopi harga rp ribu jadi coba cari tahu dulu promo apa biasa pasang banner promo tarik belah stan ramah bersih sedia duduk tunggu harga kopi variasi mulai rp ribu hingga rp ribu menu america blend milk tea aneka tumbler lucu tarik roti khas rasa enak harga jangkau,353
147,Seru juga buat hangout,5,22,seru buat hangout,17
148,Baru ini makan di tempat tetapi duduk diatur semaunya kasir nya bad lah jangan kesini kalau mau makan dine-in buruk banget makan boleh murah tetapi kalau service buruk ya sama saja Beli udang keju eh gada keju nya dong bolong begitu pas digigit kaya di post saya sudah begitu mi oily banget sampai seperti mi kuah dah kapok lah tidak akan makan gacoan lagi,1,356,baru tetapi duduk atur mau kasir bad lah jangan kesini kalau mau dinein buruk banget murah tetapi kalau service buruk sama beli udang keju gada keju bolong begitu pas gigit kaya post begitu mi oily banget mi kuah dah kapok lah tidak gaco,237
149,Fast and friendly service.. for the taste of the drink is more or less the same Parking: Inside tetapi,4,102,fast friendly service taste drink less parking inside tetapi,60
150,"makanan nya enak, tempat nya nyaman, hanya kadang lalatnya annoying juga",4,72,enak nyaman kadang lalat annoying,33
151,Hezelnut coklat tidak ada obat,4,30,hezelnut coklat tidak obat,26
152,After all semua nya oke cuma satu kekurangan nya tempat nya nongkrong nya kurang lebar dan kurang privasi,4,105,all semua oke cuma satu kurang nongkrong kurang lebar kurang privasi,68
153,Beli botok mau dibawa pulang tidak diberi tempat. Biarpun beli tidak boleh.,1,75,beli botok mau bawa pulang tidak beri biarpun beli tidak,56
154,"Ada porsi anak2 yang pas, minuman porsi besar dan agak kemanisan",5,64,porsi anak pas porsi besar agak manis,37
155,Tutup jam berapa ya? Di google tertulis jam 10 kata tukang parkir jam 9,4,71,tutup jam berapa google tulis jam kata tukang parkir jam,56
156,Nyaman di outdoor nya kalau di indoor bising jika bersamaan dengan acara ultah,5,78,nyaman outdoor kalau indoor bising sama acara ultah,51
157,tempat nya bagus,5,16,bagus,5
158,"Beli hari minggu kasir nya kek jutek banget pdahal masih sore, seharusnya belum capek. Capek juga tidak boleh lah jutek ke customer tidak ada senyum2 nya Beli 3 varian rasa nya ya biasa saja Variant kopi nya bukan untuk penikmat kopi pesan less sugar tetapi masih manis",2,269,beli hari minggu kasir kek jutek banget pdahal masih sore belum capek capek tidak lah jutek customer tidak senyum beli varian rasa biasa variant kopi bukan nikmat kopi pesan less sugar tetapi masih manis,203
159,"Resto yang sangat buruk menurut saya, Saya dapet pesanan terus menu kosong tetapi di aplikasi tidak di matikan , kita sebagai driver kan tidak tahu menahu, dengan gampang nya resto langsung di cancel dari restoran, dia punya pikiran apa tidak ya kan harus nya di omongin dulu masak langsung di cancel tahu begitu ngapain tunggu driver sampai di lantai 4 itu jauh lho",1,366,resto sangat buruk turut dapet pesan terus menu kosong tetapi aplikasi tidak mati bagai driver kan tidak tahu nahu gampang resto langsung cancel restoran punya pikir apa tidak kan omongin dulu masak langsung cancel tahu begitu ngapain tunggu driver lantai jauh lho,264
160,"Mampir kesini buat melepas dahaga. tempat nya sederhana, karyawan juga baik-baik pelayanan nya. Cuma mungkin bisa ditambah kursi nya supaya customer bisa minum sambil duduk atau istirahat sembari menunggu pesanan siap diambil. Waktu itu pesan green tea, rasa nya enak sesuai harga nya. Semoga pelayanan yang baik bisa tetap dipertahankan, sukses selalu. Parking: Lokasi di dalam Royal Plaza, jadi parkiran nya terletak di luar",4,426,mampir kesini buat lepas dahaga sederhana karyawan baik cuma mungkin tambah kursi customer duduk istirahat sembari tunggu pesan siap ambil waktu pesan green tea rasa enak sesuai harga moga baik tetap tahan sukses selalu parking lokasi royal plaza jadi parkir letak luar,269
161,semua nya gratis,5,16,semua gratis,12
162,"Pesan lewat shoppefood buy 1 get 1 tetapi yang datang hanya 1, pengembalian dana nya juga tidak sesuai menurut saya. Sangat mengecewakan",1,136,pesan lewat shoppefood buy get tetapi datang dana tidak sesuai turut sangat kecewa,82
163,Kopi biar tenang,5,16,kopi biar tenang,16
164,Enak cuma memang karena bu kris sudah legend harga sesuaikan dengan kantong ya,5,78,enak cuma memang karena bu kris legend harga sesuai kantong,59
165,karyawan nya banyak tetapi kurang cekatan,1,41,karyawan banyak tetapi kurang cekat,35
166,"Akhirnya ada kopken di stasiun gubeng, sekarang kalau mau perjalan jarak jauh tidak bingung lagi sama asupan kaffein apa lagi bisa bundling sama roti. Perjalanan naik kereta api jadi lebih menyenangkan.",5,202,akhir stasiun gubeng sekarang kalau mau jalan jarak jauh tidak bingung sama asupan kaffein apa bundling sama roti jalan naik kereta api jadi lebih senang,153
167,"Yang antri banyak yang jaga hanya 1 orang, PAYAH. ...................",1,69,antri banyak jaga orang payah,29
168,pesan 1 minuman dbat setengah jam sendiri,1,41,pesan dbat tengah jam sendiri,29
169,lokasi nya strategis dan pelayanan Ramah tetapi sayang tidak ada area untuk Dine in,4,83,lokasi strategis ramah tetapi sayang tidak area dine,52
170,"tempat nya bersih, ada wastafel didalam, lahan parkir nya juga lumayan.. menu menu nya banyak variasi nya, untuk rasa itu sesuai selera masing masing, kalau saya personal, kurang suka sambal nya, terlalu berasa terasi nya",3,221,bersih wastafel lahan parkir lumayan menu menu banyak variasi rasa sesuai selera masing masing kalau personal kurang suka sambal terlalu asa terasi,147
171,Tempat nyaman,4,13,nyaman,6
172,"Harga & rasa nyaman, tetap menjadi resto favorit",5,48,harga rasa nyaman tetap jadi resto favorit,42
173,"Toilet sering jorok, tempat nyaman",3,34,toilet sering jorok nyaman,26
174,"Ramah dan nyaman. Datang kesini sambil tunggu grooming anabul di pet & play,jam 09.50 masih sepi, showcase juga masih kosong belum di display  . tetapi tempat nya nyaman.",4,170,ramah nyaman datang kesini tunggu grooming anabul pet play jam masih sepi showcase masih kosong belum display tetapi nyaman,123
175,Tempat ngopi yang Nyaman dan Enak,5,33,ngopi nyaman enak,17
176,Sayang smoking area nya cukup gerah/panas,5,41,sayang smoking area cukup gerah panas,37
177,"Pagi pagi bawa teman untuk meeting di kafe, lihat lihat refrensi di google local guide, excelso gwalk salah satu cafe area citraland yang buka jam 8, tetapi apa? toko masih closed, karyawan didalam belum pakai seragam, bilang jam 9. Yang salah ini saya atau google yang nulis info jam 8.  Cuma pesan kopi, karena yang bertugas hanya 1 takut lama Parking: Parkir ada didepan tetapi terbatas",2,389,pagi pagi bawa teman meeting kafe lihat lihat refrensi google local guide gwalk salah satu cafe area citraland buka jam tetapi apa toko masih closed karyawan belum pakai seragam bilang jam salah google nulis info jam cuma pesan kopi karena tugas takut lama parking parkir depan tetapi batas,290
178,Ada nomor yang bisa di hubungi kah?,2,35,nomor hubung,12
179,Tempat.nya Nyaman,5,17,nyaman,6
180,"tempat nya nyaman, suasana makin sore makin tenang cocok buat santai bareng keluarga",5,84,nyaman suasana makin sore makin tenang cocok buat santai bareng keluarga,72
181,Pelayanan sangat ramah,5,22,sangat ramah,12
182,Udang keju,5,10,udang keju,10
183,"Ingin naruh bintang kurang dari 1. sudah sering banget ke excelso dari masih kecil sampai sekarang sudah punya anak jadi sampai tahu menu nya kurang apa. Hari ini pesan spaghetti carbonara yang biasanya kental, yang pasti ada keju & parmesan. sekarang seperti hanya disiram susu :)!! sudah begitu sebelumnya kak bilang  maaf kak, kita keliru pesanan nya bikin fettucini, gapapa ya?  Mungkin karena aku tidak mau jadi dibikinin spaghetti susu HAHA! Selain itu pesan butterscotch frappio, tidak ada rasa nya :) kopi nya sepertinya dikasih 1ml saja ya??? tidak ada rasanyaa!! SUPER KESEL!! Kapok banget sudah gaakan mau lagi balik kesini :)",1,637,naruh bintang kurang sering banget masih kecil sekarang punya anak jadi tahu menu kurang apa hari pesan spaghetti carbonara biasa kental keju parmesan sekarang siram susu begitu belum kak bilang maaf kak keliru pesan bikin fettucini gapapa mungkin karena aku tidak mau jadi dibikinin spaghetti susu haha selain pesan butterscotch frappio tidak rasa kopi kasih ml tidak rasanyaa super kesel kapok banget gaakan mau balik kesini,426
184,Seperti biasa selalu pesan kopken MANTAN less Sugar  .,5,54,biasa selalu pesan mantan less sugar,36
185,"Makanan enak, harga murah",5,25,enak harga murah,16
186,"Pertama kali saya menunggu makanan dan minuman berjam2 padahal tidak rame2 amat, minta bill juga lama, seharusnya harus lebih aktif nyesel banget makan di sini",1,159,pertama kali tunggu berjam padahal tidak rame amat minta bill lama lebih aktif nyesel banget sini,97
187,Ada tempat buat merokok nya... tempat nya nyaman... Staff nya sopan... Dekat dari rumah....,5,91,buat rokok nyaman staff sopan dekat rumah,41
188,sambal nya bikin tidak bisa move on,5,35,sambal bikin tidak move,23
189,"repeat order 2x karena suka hot matcha latte nya disini. kak nya juga ramah, malah ngomongin kalau mau ambil diluar bisa kok jadi tidak usah repot  jalan masuk ke dalam. dan menurut saya sama sekali tidak lama service nya. kalopun lama itu mungkin antrian nya lagi banyak. abaikan rating bintang 1 disini karena most likely itu yang rating ojol yang tidak bisa menunggu dengan sabar & kasi rating tidak objective.",5,413,repeat order karena suka hot matcha latte sini kak ramah malah ngomongin kalau mau ambil luar kok jadi tidak usah repot jalan masuk turut sama sekali tidak lama service kalo lama mungkin antri banyak abai rating bintang sini karena likely rating ojol tidak tunggu sabar kasi rating tidak objective,297
190,"kopi nya enak... Lebih enak dibanding beli yang kemasan di indomart atau alfamart, pelayanan baik dan cepat, harga lumayan",4,122,kopi enak lebih enak banding beli kemas indomart alfamart baik cepat harga lumayan,82
191,kopken Ciputra World Surabaya yang lokasi nya sekarang berada di Lt. lagi sebelah Ace Hardware,5,94,ciputra world surabaya lokasi sekarang lt belah ace hardware,60
192,"Pelayanan ramah, lagi banyak promo, tempat nya bersih, cocok buat ngobrol santai bareng teman",5,93,ramah banyak promo bersih cocok buat ngobrol santai bareng teman,64
193,Cepat pelayanan,5,15,cepat,5
194,"It was a nice place, but it wasnt crowded with people. The baristas are friendly and the coffee is delicious.",5,109,nice place wasnt crowded people baristas friendly coffee delicious,66
195,"Kesini setiap weekend, promo nya lumayan..  tempat nya oke juga",5,63,kesini tiap weekend promo lumayan oke,37
196,kopi mantan andalan,5,19,kopi mantan andal,17
197,"lokasi di 2M ptc baru. tempat luas, nyaman berac. pelayanan kurang senyum, waktu itu saya pesan galantine, saus nya lupa tidak diberikan. penyajian cepat. harga menengah keatas karena plus pajak dan sc. rasa enak. dekorasi bagus, suasana ramai di weekend. penampilan masakan bagus, variasi menu banyak, tidak hanya steak saja ada spaghetti, nasgor, kidsmeal. harga steak rata2 100rb an. minuman teh 19k.",3,403,lokasi ptc baru luas nyaman berac kurang senyum waktu pesan galantine saus lupa tidak beri saji cepat harga tengah atas karena plus pajak sc rasa enak dekorasi bagus suasana ramai weekend tampil masakan bagus variasi menu banyak tidak steak spaghetti nasgor kidsmeal harga steak rata rb teh k,292
198,Sebagai pecinta minuman saya sangat merekomendasikan Chatime untuk menjadi pilihan pertama anda saat kehausan,5,109,bagai cinta sangat rekomendasi chatime jadi pilih pertama haus,62
199,Lumayan.,5,8,lumayan,7
200,"Untuk pelayanan nya cepat banget, chatime selalu mengembalikan mood yang lagi buruk  ditambah lagi lihat karyawan yang selalu ramah the best deh pokoknya",5,153,cepat banget chatime selalu mood buruk tambah lihat karyawan selalu ramah best pokok,84
201,Tempat tidak terlalu luas cuma lumayan cozy ac dingin banget dan service nya mantap min nya ke toilet aga susah since tidak di dalam starbucks,5,142,tidak terlalu luas cuma lumayan cozy ac dingin banget service mantap min toilet aga susah since tidak starbucks,111
202,"Pesen apa di kasih apa, whipcream juga encer, take away beli 2 minuman tidak di kasih kantong. Sedotan pun menunggu minta baru di kasih. terus minum nya bagaimana gapake sedotan.  Pelayanan bad sekali.",1,201,sen apa kasih apa whipcream encer take away beli tidak kasih kantong sedot tunggu minta baru kasih terus bagaimana gapake sedot bad sekali,138
203,Pelayanan sangat buruk dan pelayanan sangat lama dan buruk sekali dan sangat membuang waktu semua penjaga otlet nya sangat tidak sigap dan sering becanda di bagian dapur,1,169,sangat buruk sangat lama buruk sekali sangat buang waktu semua jaga otlet sangat tidak sigap sering becanda dapur,113
204,"TIPS JAJAN MURAH DI CUP BOB gm!! Tadi malam tiba-tiba pengen Corn dog dan Topokki Rose begitu. Jadi langsung cus ke Cup Bob x Chatime deket nya Ranch Market. langsung tanya dulu apa ada paket bundling yaa, karena memang tidak ada di menu nya. Jadi HARUS TANYA GUYS, tetapi BELUM TENTU ADA YA. Eh pas banget kemarin ada promo bundling, Corn Dog Sausage dan Toppoki/Rabokki Rose bisa pilih mau dikasih sausage / odeng. Harga bundling nya jadi 45 ribu. sebelumnya kalau tidak promo harga 55 ribu. Lumayan hemat 10 ribu. tempat nya seperti biasa lumayan ramai, karena memang Corn Dog nya enak banget tebel, fulfilling size. Tidak usah pakai saos lagi sudah enak. Dan aku juga ambil yang Rabokki Rose itu isi nya ada mie, odeng, toppoki, saus nya juga super kentel, meski seperti tempat nya kecil tetapi super enak fulfilling juga buat yang pengen snack-snack saja ini nyaman banget banget banget. Pelayanan nya oke. Cuma tempat nya kurang cepat ya dibersihkannya, jadi meja nya beberapa ada yang masih kotor, but it's nyaman mungkin karena ramai. Selebihnya I like and pasti balik lagi.",5,1082,tips jajan murah cup bob tadi malam tiba ken corn dog topokki rose begitu jadi langsung cus cup bob chatime deket ranch market langsung tanya dulu apa paket bundling yaa karena memang tidak menu jadi tanya guys tetapi belum tentu pas banget kemarin promo bundling corn dog sausage toppoki rabokki rose pilih mau kasih sausage odeng harga bundling jadi ribu belum kalau tidak promo harga ribu lumayan hemat ribu biasa lumayan ramai karena memang corn dog enak banget tebel fulfilling size tidak usah pakai saos enak aku ambil rabokki rose isi mie odeng toppoki saus super kentel meski kecil tetapi super enak fulfilling buat ken snacksnack nyaman banget banget banget oke cuma kurang cepat bersih jadi meja beberapa masih kotor nyaman mungkin karena ramai lebih like balik,771
